filename,type
test_001.tif,Tumor
test_002.tif,Tumor
test_003.tif,Normal
test_004.tif,Tumor
test_005.tif,Normal
test_006.tif,Normal
test_007.tif,Normal
test_008.tif,Tumor
test_009.tif,Normal
test_010.tif,Tumor
test_011.tif,Tumor
test_012.tif,Normal
test_013.tif,Tumor
test_014.tif,Normal
test_015.tif,Normal
test_016.tif,Tumor
test_017.tif,Normal
test_018.tif,Normal
test_019.tif,Normal
test_020.tif,Normal
test_021.tif,Tumor
test_022.tif,Normal
test_023.tif,Normal
test_024.tif,Normal
test_025.tif,Normal
test_026.tif,Tumor
test_027.tif,Tumor
test_028.tif,Normal
test_029.tif,Tumor
test_030.tif,Tumor
test_031.tif,Normal
test_032.tif,Normal
test_033.tif,Tumor
test_034.tif,Normal
test_035.tif,Normal
test_036.tif,Normal
test_037.tif,Normal
test_038.tif,Tumor
test_039.tif,Normal
test_040.tif,Tumor
test_041.tif,Normal
test_042.tif,Normal
test_043.tif,Normal
test_044.tif,Normal
test_045.tif,Normal
test_046.tif,Tumor
test_047.tif,Normal
test_048.tif,Tumor
test_050.tif,Normal
test_051.tif,Tumor
test_052.tif,Tumor
test_053.tif,Normal
test_054.tif,Normal
test_055.tif,Normal
test_056.tif,Normal
test_057.tif,Normal
test_058.tif,Normal
test_059.tif,Normal
test_060.tif,Normal
test_061.tif,Tumor
test_062.tif,Normal
test_063.tif,Normal
test_064.tif,Tumor
test_065.tif,Tumor
test_066.tif,Tumor
test_067.tif,Normal
test_068.tif,Tumor
test_069.tif,Tumor
test_070.tif,Normal
test_071.tif,Tumor
test_072.tif,Normal
test_073.tif,Tumor
test_074.tif,Tumor
test_075.tif,Tumor
test_076.tif,Normal
test_077.tif,Normal
test_078.tif,Normal
test_079.tif,Tumor
test_080.tif,Normal
test_081.tif,Normal
test_082.tif,Tumor
test_083.tif,Normal
test_084.tif,Tumor
test_085.tif,Normal
test_086.tif,Normal
test_087.tif,Normal
test_088.tif,Normal
test_089.tif,Normal
test_090.tif,Tumor
test_091.tif,Normal
test_092.tif,Tumor
test_093.tif,Normal
test_094.tif,Tumor
test_095.tif,Normal
test_096.tif,Normal
test_097.tif,Tumor
test_098.tif,Normal
test_099.tif,Tumor
test_100.tif,Normal
test_101.tif,Normal
test_102.tif,Tumor
test_103.tif,Normal
test_104.tif,Tumor
test_105.tif,Tumor
test_106.tif,Normal
test_107.tif,Normal
test_108.tif,Tumor
test_109.tif,Normal
test_110.tif,Tumor
test_111.tif,Normal
test_112.tif,Normal
test_113.tif,Tumor
test_114.tif,Tumor
test_115.tif,Normal
test_116.tif,Tumor
test_117.tif,Tumor
test_118.tif,Normal
test_119.tif,Normal
test_120.tif,Normal
test_121.tif,Tumor
test_122.tif,Tumor
test_123.tif,Normal
test_124.tif,Normal
test_125.tif,Normal
test_126.tif,Normal
test_127.tif,Normal
test_128.tif,Normal
test_129.tif,Normal
test_130.tif,Normal
tumor_001.tif,Tumor
tumor_002.tif,Tumor
tumor_003.tif,Tumor
tumor_004.tif,Tumor
tumor_005.tif,Tumor
tumor_006.tif,Tumor
tumor_007.tif,Tumor
tumor_008.tif,Tumor
tumor_009.tif,Tumor
tumor_010.tif,Tumor
tumor_011.tif,Tumor
tumor_012.tif,Tumor
tumor_013.tif,Tumor
tumor_014.tif,Tumor
tumor_015.tif,Tumor
